parameter,sparsity,top1,top5,loss
module.conv1.weight,0.0,69.758,89.078,1.2514319637296152
module.conv1.weight,0.05,69.758,89.078,1.2514319622090884
module.conv1.weight,0.1,69.758,89.078,1.2514319622090884
module.conv1.weight,0.15000000000000002,69.756,89.084,1.2514020476718337
module.conv1.weight,0.2,69.782,89.106,1.2513714644069576
module.conv1.weight,0.25,69.71199999999999,89.094,1.251964057586631
module.conv1.weight,0.30000000000000004,69.64600000000002,89.032,1.2540889671262427
module.conv1.weight,0.35000000000000003,69.702,89.02799999999999,1.2544852628999823
module.conv1.weight,0.4,69.46,88.936,1.261148550680707
module.conv1.weight,0.45,68.968,88.66199999999999,1.2814975184749582
module.layer1.0.conv1.weight,0.0,69.758,89.078,1.2514319622090884
module.layer1.0.conv1.weight,0.05,69.758,89.078,1.2514319622090884
module.layer1.0.conv1.weight,0.1,69.758,89.078,1.2514319622090884
module.layer1.0.conv1.weight,0.15000000000000002,69.77,89.08,1.251357754730448
module.layer1.0.conv1.weight,0.2,69.724,89.06,1.2514845817064755
module.layer1.0.conv1.weight,0.25,69.792,89.084,1.2516006882093385
module.layer1.0.conv1.weight,0.30000000000000004,69.77,89.054,1.2514643529239975
module.layer1.0.conv1.weight,0.35000000000000003,69.64,89.03,1.2540346276091063
module.layer1.0.conv1.weight,0.4,69.46799999999999,88.986,1.2595107392693048
module.layer1.0.conv1.weight,0.45,69.386,88.852,1.2675382160410584
module.layer1.0.conv2.weight,0.0,69.758,89.078,1.2514319622090884
module.layer1.0.conv2.weight,0.05,69.754,89.066,1.2514607766453099
module.layer1.0.conv2.weight,0.1,69.754,89.058,1.251297756725428
module.layer1.0.conv2.weight,0.15000000000000002,69.752,89.06,1.2513353715137554
module.layer1.0.conv2.weight,0.2,69.76400000000001,89.042,1.2519263301272785
module.layer1.0.conv2.weight,0.25,69.784,89.03,1.252408248733501
module.layer1.0.conv2.weight,0.30000000000000004,69.724,89.016,1.2528268483524418
module.layer1.0.conv2.weight,0.35000000000000003,69.638,88.982,1.2534657297085738
module.layer1.0.conv2.weight,0.4,69.66600000000001,89.00200000000001,1.2553218134811952
module.layer1.0.conv2.weight,0.45,69.696,88.97800000000001,1.2557847320425266
module.layer1.1.conv1.weight,0.0,69.758,89.078,1.2514319622090884
module.layer1.1.conv1.weight,0.05,69.77,89.07000000000001,1.2512344155384572
module.layer1.1.conv1.weight,0.1,69.75,89.046,1.2511030903884344
module.layer1.1.conv1.weight,0.15000000000000002,69.722,89.08,1.2523668977070819
module.layer1.1.conv1.weight,0.2,69.654,89.02799999999999,1.2543992362156207
module.layer1.1.conv1.weight,0.25,69.67,89.024,1.2543746640487583
module.layer1.1.conv1.weight,0.30000000000000004,69.746,89.024,1.2541913168162715
module.layer1.1.conv1.weight,0.35000000000000003,69.494,88.90599999999999,1.2616766790042124
module.layer1.1.conv1.weight,0.4,69.358,88.938,1.26669622988117
module.layer1.1.conv1.weight,0.45,69.082,88.68,1.2819908159423845
module.layer1.1.conv2.weight,0.0,69.758,89.078,1.2514319622090884
module.layer1.1.conv2.weight,0.05,69.76599999999999,89.096,1.2514380843055493
module.layer1.1.conv2.weight,0.1,69.74199999999999,89.064,1.251392402515119
module.layer1.1.conv2.weight,0.15000000000000002,69.778,89.058,1.2515948486267299
module.layer1.1.conv2.weight,0.2,69.73400000000001,89.05199999999999,1.2516277076638467
module.layer1.1.conv2.weight,0.25,69.738,89.056,1.2517607277449303
module.layer1.1.conv2.weight,0.30000000000000004,69.708,89.062,1.2540954053401945
module.layer1.1.conv2.weight,0.35000000000000003,69.66399999999999,88.992,1.2559458610354637
module.layer1.1.conv2.weight,0.4,69.608,88.90599999999999,1.2583978798012343
module.layer1.1.conv2.weight,0.45,69.53,88.88000000000001,1.2590655670786386
module.layer2.0.conv1.weight,0.0,69.758,89.078,1.2514319622090884
module.layer2.0.conv1.weight,0.05,69.762,89.064,1.2514004377382137
module.layer2.0.conv1.weight,0.1,69.762,89.058,1.2521466859141177
module.layer2.0.conv1.weight,0.15000000000000002,69.752,89.05199999999999,1.2527285218238824
module.layer2.0.conv1.weight,0.2,69.64600000000002,89.03,1.2541250632125491
module.layer2.0.conv1.weight,0.25,69.61999999999999,89.036,1.2577884017812961
module.layer2.0.conv1.weight,0.30000000000000004,69.59,88.944,1.2607240486814058
module.layer2.0.conv1.weight,0.35000000000000003,69.458,88.952,1.263417730678102
module.layer2.0.conv1.weight,0.4,69.46600000000001,88.878,1.2667389522705754
module.layer2.0.conv1.weight,0.45,69.17999999999999,88.754,1.276732399451489
module.layer2.0.conv2.weight,0.0,69.758,89.078,1.2514319622090884
module.layer2.0.conv2.weight,0.05,69.746,89.082,1.2514572531288983
module.layer2.0.conv2.weight,0.1,69.73400000000001,89.078,1.2520466924321896
module.layer2.0.conv2.weight,0.15000000000000002,69.754,89.054,1.2515144054682885
module.layer2.0.conv2.weight,0.2,69.774,89.08,1.251627067674179
module.layer2.0.conv2.weight,0.25,69.752,89.096,1.251257807016373
module.layer2.0.conv2.weight,0.30000000000000004,69.618,89.102,1.253345820672658
module.layer2.0.conv2.weight,0.35000000000000003,69.582,89.02600000000001,1.2559867373534601
module.layer2.0.conv2.weight,0.4,69.44600000000001,89.024,1.2586660353200774
module.layer2.0.conv2.weight,0.45,69.37,88.99000000000001,1.2617151466559395
module.layer2.0.downsample.0.weight,0.0,69.758,89.078,1.2514319622090884
module.layer2.0.downsample.0.weight,0.05,69.724,89.06,1.2514768210904943
module.layer2.0.downsample.0.weight,0.1,69.722,89.07000000000001,1.2515454523417417
module.layer2.0.downsample.0.weight,0.15000000000000002,69.74000000000001,89.064,1.2528934361679207
module.layer2.0.downsample.0.weight,0.2,69.74199999999999,89.044,1.2538654124554325
module.layer2.0.downsample.0.weight,0.25,69.64399999999999,88.976,1.2559227361058707
module.layer2.0.downsample.0.weight,0.30000000000000004,69.57,88.996,1.2575016476365986
module.layer2.0.downsample.0.weight,0.35000000000000003,69.42200000000001,88.89200000000001,1.2630162947640127
module.layer2.0.downsample.0.weight,0.4,69.374,88.86,1.2668878541004895
module.layer2.0.downsample.0.weight,0.45,69.228,88.78,1.2716031103413936
module.layer2.1.conv1.weight,0.0,69.758,89.078,1.2514319622090884
module.layer2.1.conv1.weight,0.05,69.758,89.078,1.2515279322254411
module.layer2.1.conv1.weight,0.1,69.722,89.044,1.2517099045977305
module.layer2.1.conv1.weight,0.15000000000000002,69.74199999999999,89.06,1.2516398408583238
module.layer2.1.conv1.weight,0.2,69.752,89.082,1.251678447030029
module.layer2.1.conv1.weight,0.25,69.714,89.03999999999999,1.2535269553868136
module.layer2.1.conv1.weight,0.30000000000000004,69.702,89.058,1.2544571988436641
module.layer2.1.conv1.weight,0.35000000000000003,69.662,89.024,1.2559189857268822
module.layer2.1.conv1.weight,0.4,69.618,88.972,1.257513720618219
module.layer2.1.conv1.weight,0.45,69.514,88.89200000000001,1.262015562124398
module.layer2.1.conv2.weight,0.0,69.758,89.078,1.2514319622090884
module.layer2.1.conv2.weight,0.05,69.75,89.076,1.2513913180755103
module.layer2.1.conv2.weight,0.1,69.744,89.082,1.2513167661975837
module.layer2.1.conv2.weight,0.15000000000000002,69.76400000000001,89.058,1.2515912319020355
module.layer2.1.conv2.weight,0.2,69.716,89.072,1.251791918612257
module.layer2.1.conv2.weight,0.25,69.724,89.04799999999999,1.252124542788583
module.layer2.1.conv2.weight,0.30000000000000004,69.728,89.03999999999999,1.252444548266275
module.layer2.1.conv2.weight,0.35000000000000003,69.602,89.05199999999999,1.2554498114147963
module.layer2.1.conv2.weight,0.4,69.514,89.012,1.2574470371616129
module.layer2.1.conv2.weight,0.45,69.474,88.952,1.2599384868327463
module.layer3.0.conv1.weight,0.0,69.758,89.078,1.2514319622090884
module.layer3.0.conv1.weight,0.05,69.756,89.082,1.2513782655706214
module.layer3.0.conv1.weight,0.1,69.744,89.056,1.251558082444327
module.layer3.0.conv1.weight,0.15000000000000002,69.726,89.082,1.2512549104130999
