parameter,sparsity,top1,top5,loss
module.conv1.weight,0.0,92.86999999999999,99.74,0.3606615845113993
module.conv1.weight,0.05,92.86999999999999,99.74,0.36066158898174766
module.conv1.weight,0.1,92.86999999999999,99.74,0.36066158898174766
module.conv1.weight,0.15000000000000002,92.86999999999999,99.74,0.36066158898174766
module.conv1.weight,0.2,92.86999999999999,99.74,0.36066158898174766
module.conv1.weight,0.25,92.86999999999999,99.74,0.36066158898174766
module.conv1.weight,0.30000000000000004,92.86999999999999,99.74,0.36066158898174766
module.conv1.weight,0.35000000000000003,92.86999999999999,99.74,0.36066158898174766
module.conv1.weight,0.4,92.86999999999999,99.74,0.36066158898174766
module.conv1.weight,0.45,92.86999999999999,99.74,0.36066158898174766
module.layer1.0.conv1.weight,0.0,92.86999999999999,99.74,0.36066158898174766
module.layer1.0.conv1.weight,0.05,92.86999999999999,99.74,0.36066158898174766
module.layer1.0.conv1.weight,0.1,92.86999999999999,99.74,0.36066158898174766
module.layer1.0.conv1.weight,0.15000000000000002,92.86999999999999,99.74,0.36066158898174766
module.layer1.0.conv1.weight,0.2,92.86999999999999,99.74,0.36066158898174766
module.layer1.0.conv1.weight,0.25,92.86999999999999,99.74,0.36015453413128856
module.layer1.0.conv1.weight,0.30000000000000004,92.86999999999999,99.74,0.36015453413128856
module.layer1.0.conv1.weight,0.35000000000000003,92.82000000000001,99.74,0.361601721867919
module.layer1.0.conv1.weight,0.4,92.85,99.75,0.36227755956351754
module.layer1.0.conv1.weight,0.45,92.86999999999999,99.74,0.3629395056515932
module.layer1.0.conv2.weight,0.0,92.86999999999999,99.74,0.36066158898174766
module.layer1.0.conv2.weight,0.05,92.86999999999999,99.74,0.36066158898174766
module.layer1.0.conv2.weight,0.1,92.86999999999999,99.74,0.36066158898174766
module.layer1.0.conv2.weight,0.15000000000000002,92.86999999999999,99.74,0.36066158525645725
module.layer1.0.conv2.weight,0.2,92.96,99.74,0.36035785488784317
module.layer1.0.conv2.weight,0.25,92.84,99.75,0.3613197579979897
module.layer1.0.conv2.weight,0.30000000000000004,92.84,99.75,0.3613197579979897
module.layer1.0.conv2.weight,0.35000000000000003,92.86,99.76,0.3623567260801792
module.layer1.0.conv2.weight,0.4,92.85,99.76,0.3623323626816273
module.layer1.0.conv2.weight,0.45,92.86,99.75,0.36232457160949705
module.layer1.1.conv1.weight,0.0,92.86999999999999,99.74,0.36066158898174766
module.layer1.1.conv1.weight,0.05,92.86999999999999,99.74,0.36066158898174766
module.layer1.1.conv1.weight,0.1,92.86999999999999,99.74,0.36066158898174766
module.layer1.1.conv1.weight,0.15000000000000002,92.86999999999999,99.74,0.36066158898174766
module.layer1.1.conv1.weight,0.2,92.86999999999999,99.74,0.3606570556759834
module.layer1.1.conv1.weight,0.25,92.88,99.74,0.36062906272709383
module.layer1.1.conv1.weight,0.30000000000000004,92.88,99.74,0.36062906272709383
module.layer1.1.conv1.weight,0.35000000000000003,92.89,99.74,0.36084907352924345
module.layer1.1.conv1.weight,0.4,92.89,99.75,0.36130319461226457
module.layer1.1.conv1.weight,0.45,92.77,99.71,0.36269127652049066
module.layer1.1.conv2.weight,0.0,92.86999999999999,99.74,0.36066158898174766
module.layer1.1.conv2.weight,0.05,92.86999999999999,99.74,0.36066158898174766
module.layer1.1.conv2.weight,0.1,92.86999999999999,99.74,0.36066158898174766
module.layer1.1.conv2.weight,0.15000000000000002,92.86999999999999,99.74,0.3606853615492583
module.layer1.1.conv2.weight,0.2,92.88,99.72999999999999,0.36098680943250655
module.layer1.1.conv2.weight,0.25,92.91,99.72999999999999,0.36158864572644245
module.layer1.1.conv2.weight,0.30000000000000004,92.91,99.72999999999999,0.36158864572644245
module.layer1.1.conv2.weight,0.35000000000000003,92.89,99.72999999999999,0.36207652613520624
module.layer1.1.conv2.weight,0.4,92.85,99.72999999999999,0.36225106045603744
module.layer1.1.conv2.weight,0.45,92.78999999999999,99.72999999999999,0.3621882814913988
module.layer1.2.conv1.weight,0.0,92.86999999999999,99.74,0.36066158898174766
module.layer1.2.conv1.weight,0.05,92.86999999999999,99.74,0.36066158898174766
module.layer1.2.conv1.weight,0.1,92.86999999999999,99.74,0.36066158898174766
module.layer1.2.conv1.weight,0.15000000000000002,92.86999999999999,99.74,0.3606615904718638
module.layer1.2.conv1.weight,0.2,92.9,99.75,0.35991766639053807
module.layer1.2.conv1.weight,0.25,92.78,99.72,0.3648235436528922
module.layer1.2.conv1.weight,0.30000000000000004,92.78,99.72,0.3648235436528922
module.layer1.2.conv1.weight,0.35000000000000003,92.74,99.72,0.3681477554142475
module.layer1.2.conv1.weight,0.4,92.67999999999999,99.75,0.3729542676359415
module.layer1.2.conv1.weight,0.45,92.60000000000001,99.7,0.3804969172924757
module.layer1.2.conv2.weight,0.0,92.86999999999999,99.74,0.36066158898174766
module.layer1.2.conv2.weight,0.05,92.86999999999999,99.74,0.36066158898174766
module.layer1.2.conv2.weight,0.1,92.84,99.74,0.3609610166400671
module.layer1.2.conv2.weight,0.15000000000000002,92.86999999999999,99.74,0.3610761359333991
module.layer1.2.conv2.weight,0.2,92.89,99.74,0.36217763721942897
module.layer1.2.conv2.weight,0.25,92.95,99.75,0.36198410391807545
module.layer1.2.conv2.weight,0.30000000000000004,92.95,99.75,0.36198410391807545
module.layer1.2.conv2.weight,0.35000000000000003,92.88,99.74,0.3615263316780329
module.layer1.2.conv2.weight,0.4,92.88,99.72999999999999,0.3631268303841352
module.layer1.2.conv2.weight,0.45,92.81,99.72999999999999,0.3646798841655255
module.layer1.3.conv1.weight,0.0,92.86999999999999,99.74,0.36066158898174766
module.layer1.3.conv1.weight,0.05,92.86999999999999,99.74,0.36066158898174766
module.layer1.3.conv1.weight,0.1,92.86999999999999,99.74,0.36066158898174766
module.layer1.3.conv1.weight,0.15000000000000002,92.88,99.72999999999999,0.3606369957327843
module.layer1.3.conv1.weight,0.2,92.92,99.72999999999999,0.36045214869081965
module.layer1.3.conv1.weight,0.25,92.94,99.74,0.36086459718644626
module.layer1.3.conv1.weight,0.30000000000000004,92.94,99.74,0.36086459718644626
module.layer1.3.conv1.weight,0.35000000000000003,92.97,99.74,0.3614625655114651
module.layer1.3.conv1.weight,0.4,92.92,99.74,0.3721499845385552
module.layer1.3.conv1.weight,0.45,92.93,99.75,0.3724205002188682
module.layer1.3.conv2.weight,0.0,92.86999999999999,99.74,0.36066158898174766
module.layer1.3.conv2.weight,0.05,92.86999999999999,99.74,0.36066158898174766
module.layer1.3.conv2.weight,0.1,92.91,99.74,0.36023212075233463
module.layer1.3.conv2.weight,0.15000000000000002,92.9,99.72999999999999,0.3612003091722727
module.layer1.3.conv2.weight,0.2,92.91,99.72999999999999,0.3612108334898948
module.layer1.3.conv2.weight,0.25,92.89,99.74,0.3626727156341075
module.layer1.3.conv2.weight,0.30000000000000004,92.89,99.74,0.3626727156341075
module.layer1.3.conv2.weight,0.35000000000000003,92.89,99.72,0.36379479356110106
module.layer1.3.conv2.weight,0.4,92.89,99.72,0.363668778166175
module.layer1.3.conv2.weight,0.45,92.86999999999999,99.72,0.3647679761052132
module.layer1.4.conv1.weight,0.0,92.86999999999999,99.74,0.36066158898174766
module.layer1.4.conv1.weight,0.05,92.86999999999999,99.74,0.36066158898174766
module.layer1.4.conv1.weight,0.1,92.27,99.69,0.3932275034487248
module.layer1.4.conv1.weight,0.15000000000000002,92.33,99.71,0.3911593787372112
module.layer1.4.conv1.weight,0.2,91.75,99.65,0.4290154941380024
module.layer1.4.conv1.weight,0.25,91.74,99.62,0.4308111749589442
module.layer1.4.conv1.weight,0.30000000000000004,91.74,99.62,0.4308111749589442
module.layer1.4.conv1.weight,0.35000000000000003,91.78999999999999,99.64,0.4252267107367516
module.layer1.4.conv1.weight,0.4,91.62,99.59,0.43072521053254603
module.layer1.4.conv1.weight,0.45,91.78999999999999,99.61,0.4225634064525366
module.layer1.4.conv2.weight,0.0,92.86999999999999,99.74,0.36066158898174766
module.layer1.4.conv2.weight,0.05,92.86999999999999,99.74,0.36066158898174766
module.layer1.4.conv2.weight,0.1,92.88,99.72999999999999,0.3605388525873423
module.layer1.4.conv2.weight,0.15000000000000002,92.91,99.76,0.3608054410666227
module.layer1.4.conv2.weight,0.2,92.86999999999999,99.76,0.36157674342393875
module.layer1.4.conv2.weight,0.25,92.91,99.77000000000001,0.3623053837567568
module.layer1.4.conv2.weight,0.30000000000000004,92.91,99.77000000000001,0.3623053837567568
module.layer1.4.conv2.weight,0.35000000000000003,92.82000000000001,99.74,0.3655419807881117
module.layer1.4.conv2.weight,0.4,92.46,99.77000000000001,0.37857464142143726
module.layer1.4.conv2.weight,0.45,92.32000000000001,99.79,0.3851808890700341
module.layer1.5.conv1.weight,0.0,92.86999999999999,99.74,0.36066158898174766
module.layer1.5.conv1.weight,0.05,92.86999999999999,99.74,0.36066158898174766
module.layer1.5.conv1.weight,0.1,92.86999999999999,99.74,0.36066158898174766
module.layer1.5.conv1.weight,0.15000000000000002,92.85,99.72999999999999,0.3599171947687864
module.layer1.5.conv1.weight,0.2,92.88,99.72999999999999,0.3612292237579823
module.layer1.5.conv1.weight,0.25,92.86999999999999,99.72,0.36519493050873275
module.layer1.5.conv1.weight,0.30000000000000004,92.86999999999999,99.72,0.36519493050873275
module.layer1.5.conv1.weight,0.35000000000000003,92.63,99.69,0.3667952559888362
module.layer1.5.conv1.weight,0.4,92.62,99.69,0.3669965717941521
module.layer1.5.conv1.weight,0.45,92.66,99.67,0.36605986170470717
module.layer1.5.conv2.weight,0.0,92.86999999999999,99.74,0.36066158898174766
module.layer1.5.conv2.weight,0.05,92.86999999999999,99.74,0.36066158898174766
module.layer1.5.conv2.weight,0.1,92.84,99.74,0.36135374978184703
module.layer1.5.conv2.weight,0.15000000000000002,92.82000000000001,99.72999999999999,0.3626407347619533
module.layer1.5.conv2.weight,0.2,92.71000000000001,99.75,0.36305170655250546
module.layer1.5.conv2.weight,0.25,92.67,99.75,0.3629290841519833
module.layer1.5.conv2.weight,0.30000000000000004,92.67,99.75,0.3629290841519833
module.layer1.5.conv2.weight,0.35000000000000003,92.57,99.76,0.368701247125864
module.layer1.5.conv2.weight,0.4,92.61,99.74,0.3718438308686018
module.layer1.5.conv2.weight,0.45,92.45,99.72,0.3752268262207508
module.layer1.6.conv1.weight,0.0,92.86999999999999,99.74,0.36066158898174766
module.layer1.6.conv1.weight,0.05,92.86999999999999,99.74,0.36066158898174766
module.layer1.6.conv1.weight,0.1,89.9,99.59,0.5559909798204898
